[ID].json,label,statement,subject(s),speaker,speaker's job title,state info,party affiliation,barely true counts,false counts,half true counts,mostly true counts,pants on fire counts,venue
5755.json,FALSE,Says President Obamas decision to not issue a permit for the Keystone XL pipeline meant we were denied the ability immediately to reduce prices at the pump.,"climate-change,economy,energy,gas-prices",mike-dovilla,State representative,Ohio,republican,0,1,1,0,0,a letter to the editor
435.json,TRUE,Says she is the subject of 60 books.,candidates-biography,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a forum on faith-related issues at Messiah College in Grantham, Penn."
5518.json,half-true,Seven out of the 10 states with the lowest unemployment rates (have) Republican governors That approach that Republicans are using is working.,"economy,job-accomplishments,jobs",bob-mcdonnell,Governor,Virginia,republican,6,5,7,6,3,a debate.
4433.json,TRUE,"In writing his book, Gov. Perry pointed out that by any measure Social Security has been a failure.",social-security,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,the CNN-Tea Party Express debate in Tampa
4656.json,pants-fire,The stimulus created zero jobs.,"jobs,stimulus",national-republican-senatorial-committee,,,republican,11,5,7,2,5,a web ad.
9170.json,FALSE,The health care law reduces the number of uninsured in America by 3 percent for how much money? $2 trillion.,"federal-budget,health-care",john-e-sununu,Pundit,New Hampshire,republican,0,1,0,0,0,"a panel on ""Meet the Press"""
1077.json,FALSE,We import more oil today than ever before.,energy,barack-obama,President,Illinois,democrat,70,71,160,163,9,a newspaper interview
11564.json,TRUE,"Will Hurd tends to have a 96 percent straight Republican, straight party voting record.","bipartisanship,congress,redistricting,voting-record",pete-gallego,Former legislator and U.S. House member,Texas,democrat,1,1,2,2,0,a blog post by the Texas Tribune
8530.json,mostly-true,Says Chris Christie vetoed Planned Parenthood funding five times over the course of his governorship.,"abortion,women",hilary-rosen,,,democrat,0,0,0,2,0,"comments on CNN's ""State of the Union"""
11029.json,TRUE,Greece is not a big economy. Its about the size of metropolitan Miami.,"economy,foreign-policy",paul-krugman,New York Times columnist,,none,0,2,3,4,0,"an interview on ABC's ""This Week with George Stephanopoulos"""
12460.json,mostly-true,Ive cut the budget of the (lieutenant governors) office by more than half.,state-budget,carlos-lopez-cantera,lieutenant governor,Florida,republican,0,0,0,2,0,in an interview with Fox 13 
2065.json,TRUE,Forty cents of every dollar being spent by the federal government is being borrowed from my children.,federal-budget,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a Fox News interview
10539.json,TRUE,Cigarette butts poison babies and small children because of the nicotine in them.,"children,environment,public-health",karina-wood,"Policy director, the American Lung Association",Rhode Island,organization,0,0,0,0,0,testimony before the R.I. Senate Judiciary Committee
11688.json,barely-true,"One of the things I would immediately do is bring back the warrior class -- Petraeus, McChrystal, Mattis, Keane, Flynn. ... Every one was retired early because they told President Obama things that he didnt want to hear.",military,carly-fiorina,,California,republican,5,5,4,3,2,a GOP debate on CNN
3273.json,pants-fire,"Says under his budget-repair bill, collective bargaining is fully intact.","labor,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a radio interview
10465.json,TRUE,"Since I took office, over 319,000 new private sector jobs have been created in Georgia with nearly 93,000 of those coming in the past 12 months.","economy,jobs",nathan-deal,,,republican,9,5,11,11,0,the governor's State of the State address
78.json,mostly-true,And it's going to be difficult for us to do this as long as we're spending $275 million a day on a war that should have never been authorized...,iraq,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Washington, DC."
10600.json,half-true,"Today in Selma, Ala., the poverty rate is roughly nine times that of whites.","diversity,history,income,poverty",henry-sanders,State senator,Alabama,democrat,0,0,1,0,0,"a video clip aired on NBC's ""Meet the Press"""
13359.json,FALSE,Says President Obama was proposing pinprick strikes for military intervention in Syria.,"candidates-biography,foreign-policy,military",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a U.S. Senate debate
12110.json,FALSE,Says there are no political prisoners in Cuba.,human-rights,raul-castro,President of Cuba,,none,0,1,0,0,0,a press conference in Havana
6804.json,pants-fire,Says Illinois Democrat David Gill would end Medicare.,"health-care,medicare,message-machine-2012",national-republican-congressional-committee,,,republican,18,9,8,5,8,a campaign commercial
129.json,TRUE,"First, he said he would leave residual forces in Iraq, and now he says he wouldn't.",iraq,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,
7219.json,half-true,Says last year the graduation rate for our combined six-district footprint jumped 5.5 percent.,education,sam-adams,Mayor of Portland,Oregon,democrat,3,2,5,2,0,a term review document.
1029.json,mostly-true,"President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'",military,dick-cheney,,,republican,5,4,2,2,1,a speech at the American Enterprise Institute
11312.json,mostly-true,"When he (Donald Trump) asked Florida to have casino gambling, we said no.","campaign-finance,gambling",jeb-bush,,Florida,republican,17,5,17,24,2,the CNN debate
12888.json,half-true,Milwaukee police use deadly force at a rate that is among the lowest in the country.,"crime,criminal-justice,guns",edward-flynn,,,none,1,0,3,2,0,a news conference
179.json,TRUE,"When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now.",health-care,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,Las Vegas
8448.json,mostly-true,Says Barbara Buono voted to raise her own pay 40 percent.,state-finances,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a gubernatorial campaign TV ad
7471.json,barely-true,Says Texas has the most uninsured people of any state -- 6 million.,health-care,garnet-coleman,"president, ceo of Apartments for America, Inc.",Texas,democrat,1,0,1,0,1,"an interview for WFAA-TV's ""Inside Texas Politics."""
11836.json,mostly-true,Ill be running against a career politician.,candidates-biography,ron-johnson,,Wisconsin,republican,14,6,10,10,1,a television interview
7024.json,TRUE,Says Multnomah County libraries are open 44 hours per week the lowest of any library in the four-county region.,taxes,libraries-yes-committee,,Oregon,none,0,0,0,0,0,a campaign mailer.
10832.json,TRUE,Says Mike Huckabee appeared in diabetes infomercials to endorse cures and treatments that no health agency supports.,"candidates-biography,health-care,science",ron-fournier,National Journal senior political columnist and editorial director,,columnist,0,0,0,0,0,"a pundit panel on ""Face the Nation"""
1854.json,FALSE,"Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations.","energy,environment",todd-staples,state agriculture commissioner,Texas,republican,0,1,4,3,1,a campaign Web post
10704.json,pants-fire,Facebook has unveiled new rules to stop their users from creatingposts related in any way to religion.,"religion,technology",facebook-posts,Social media posting,,none,14,18,15,11,36,posts on social media
13436.json,pants-fire,"The Democrats are very sly. (in New Hampshire) we have same day voter registration, and to be honest, when Massachusetts elections are not very close, theyre busing them in all over the place.","elections,states",chris-sununu,Executive Councilor,New Hampshire,republican,0,1,1,0,1,a radio interview 
12338.json,half-true,California has added twice as many jobs as Florida over the past year.,"economy,jobs",jerry-brown,,California,democrat,0,0,3,2,0,a statement 
11062.json,mostly-true,"In the past two years in Congress, Ive written more bills, passed more amendments on the floor of the House and enacted more of my bills into law than any other member of the House.",congress,alan-grayson,U.S. House of Representatives,Florida,democrat,6,5,4,11,1,an announcement video
11973.json,barely-true,"Says Travis County Commissioner Gerald Daugherty claims to have taken a pay cut, but for 2016, he voted to raise his salary by 19.6 percent.","candidates-biography,county-budget",jason-nassour,"Attorney, businessman",Texas,republican,1,0,0,0,0,a Facebook post
8670.json,FALSE,"The Employment Non-Discrimination Act discriminates against Christian daycare, Christian parents, Christian business owners, and the rights of religious freedom.","gays-and-lesbians,religion,workers",traditional-values-coalition,,"Washington, D.C.",organization,0,1,0,0,0,a fundraising email
310.json,TRUE,"Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.",taxes,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,Boca Raton.
10703.json,mostly-true,Irans defense budget is $30 billion. Our defense budget is closer to $600 billion.,"foreign-policy,nuclear",barack-obama,President,Illinois,democrat,70,71,160,163,9,an interview with the 'New York Times.'
9665.json,half-true,Brookhaven homeowners pay hundreds of dollars less in property taxes compared with owners of the same-value homes in unincorporated DeKalb County.,taxes,city-brookhaven,,,none,0,0,1,0,0,a city mailer
12863.json,TRUE,The mosquito population in South Florida is larger than it is in many other communities in the country.,"environment,public-health",josh-earnest,White House press secretary,,democrat,0,0,0,0,0,a White House press briefing
8029.json,half-true,Says health insurance premiums will rise under Obamacare.,health-care,americans-prosperity,,,none,6,7,2,1,2,a television ad
12183.json,mostly-true,"Says Erv Nelson voted yes on the pro-amnesty SJR 21, a bill urgingCongress to provide citizenship for those residing illegally in our country.",immigration,victoria-seaman,,Nevada,republican,0,0,0,1,0,in campaign literature distributed at a candidate forum
8362.json,mostly-true,Virginia is the number one state per capita in screening out people with mental illness from gun purchases.,guns,ken-cuccinelli,Attorney General,Virginia,republican,1,10,3,2,1,a debate.
12325.json,half-true,Missouri is the state with the lowest paid workers.,"economy,jobs,poverty,workers",kiki-curls,Missouri state senator,Missouri,democrat,0,0,1,0,0,following a Missouri Senate Budget Committee hearing
9420.json,mostly-true,"The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck. But unlike car owners, students are not allowed to refinance their loans at lower rates.","education,federal-budget,financial-regulation",pete-gallego,Former legislator and U.S. House member,Texas,democrat,1,1,2,2,0,an email blast
7279.json,mostly-true,Says Rick Scotts proposal for election reform only mandates 48 hours of early voting.,elections,pink-slip-rick,,Florida,democrat,0,0,0,1,1,social media posts
3007.json,half-true,On whether the state should ramp up borrowing to build roads.,transportation,ward-armstrong,"Minority leader, House of Delegates",Virginia,democrat,0,3,0,0,1,a news release.
11877.json,mostly-true,People think AIDS is done --its not done.,public-health,bono,,,none,0,0,1,1,0,"an interview with the ""Irish Times"""
7995.json,half-true,Electricity rates are 40 percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power.,energy,americans-prosperity-georgia-chapter,,,none,0,0,2,1,0,an email
7732.json,mostly-true,"South Carolina has a labor shortage, specifically in the meatpacking industry.","immigration,jobs",lindsey-graham,U.S. senator,South Carolina,republican,2,2,4,2,0,a Senate hearing
12044.json,TRUE,"When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.",public-safety,jim-kenney,Philadelphia Mayor,Pennsylvania,democrat,1,0,1,0,0,a budget address to City Council
8501.json,mostly-true,"On day one, six people were able to sign up for health insurance through the federal marketplace.",health-care,jan-crawford,"Political correspondent, CBS News",,journalist,0,0,0,1,0,"comments on CBS' ""Face the Nation"""
11737.json,TRUE,Lets start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.,guns,nicholas-mattiello,Speaker of the House,Rhode Island,democrat,0,3,0,0,0,newspaper story
12262.json,barely-true,"Says that in her speech to the pro-Israel group AIPAC, Hillary Clinton had one line on the Palestinian people.","foreign-policy,israel",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,an interview on ABC's 'This Week'
7252.json,TRUE,"Says in our region, 2011 was worst drought year ever recorded.","environment,water,weather",kirk-watson,lawyer,Texas,democrat,0,0,0,2,0,an opinion piece in the Austin American-Statesman
3164.json,FALSE,"In the 1980s, The lowest income people had the biggest gains.","economy,history,income,pundits,taxes",steve-moore,,,none,1,1,1,0,0,"HBO's ""Real Time with Bill Maher"""
12462.json,half-true,Florida has issued more than 3 million conceal carry permits in the past 30 years. Only 168 have been revoked.,guns,donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech to the NRA
9370.json,FALSE,"For every one job created under the Obama administration, 75 people went on food stamps.","economy,hunger,jobs,poverty",facebook-posts,Social media posting,,none,14,18,15,11,36,a meme on social media
5103.json,barely-true,"Says that after she declared her candidacy for Congress, the redistricting process was manipulated to allow incumbent politicians to guarantee their re-election.","elections,redistricting",nina-turner,State senator,Ohio,democrat,1,0,0,0,0,a news release
13415.json,half-true,Says Chris Koster opposes right-to-work efforts because he has taken $8 million from union bosses.,"campaign-finance,workers",eric-greitens,gubernatorial candidate,Missouri,republican,1,1,2,1,0,a press release
11239.json,half-true,Says Bush Jr. handed Obama a $1.4 trillion deficit and Obama reduced Bush Jr.s deficit to just $492 billion.,deficit,occupy-democrats,,,organization,0,4,3,1,4,a meme first posted on Facebook
10569.json,half-true,Says President Barack Obama made unilateral changes to Obamacare 38 times.,health-care,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,"comments on CBS' ""Face the Nation"""
9081.json,barely-true,Broward Countys unemployment rate of 5.3 percent is the lowest in Florida.,"economy,jobs",barbara-sharief,Broward County Mayor and District 8 Commissioner,Florida,democrat,1,0,0,0,0,"a speech in Davie, Fla."
8660.json,half-true,Obamacare could force thousands of volunteer fire stations to cut service or close entirely!,"corrections-and-updates,health-care,public-safety",generation-opportunity,advocacy group,Virginia,none,0,0,1,0,0,a Facebook post
6208.json,barely-true,The Wisconsin Retirement System for public employees is a self-funded pension plan and its the money of the workers that funds it.,"pensions,state-budget,state-finances,states",afscme,,,none,3,1,2,3,0,a radio appearance
10558.json,barely-true,Ninety-five percent of the money used for union-operated worker training centers comes from employers.,labor,kurt-bauer,President of Wisconsin Manufacturers & Commerce,Wisconsin,none,1,0,0,0,0,a panel discussion
937.json,TRUE,"If we got solar energy from an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.",environment,al-gore,"cofounder of Generation Investment Management and Current TV, visiting professor and author",Tennessee,democrat,0,0,3,0,0,a Senate committee hearing
10790.json,barely-true,"I helped pass what, if enacted, would be the largest tax cut in Texas history through the State Senate.","state-budget,state-finances,taxes",van-taylor,Texas House Representative,Texas,republican,1,0,0,0,0,a press release
4115.json,barely-true,"Under Ryan plan,those 54 and younger would receive the same kind of healthcare options now enjoyed by members of Congress.","health-care,medicare",scott-rigell,U.S. Congressman,Virginia,republican,2,2,0,1,0,a newsletter.
11362.json,TRUE,Says Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasnt popular.,"civil-rights,corrections-and-updates,gays-and-lesbians,marriage",chuck-todd,MSNBC political reporter,,none,0,0,1,1,0,"a broadcast of NBC's ""Meet the Press"""
8852.json,mostly-true,David Dewhurst is the first lieutenant governor in history to have a personal security detail.,"candidates-biography,crime,homeland-security,public-safety,state-budget,state-finances",todd-staples,state agriculture commissioner,Texas,republican,0,1,4,3,1,"the Texas Debate hosted by KERA-TV, Channel 13, in Dallas"
5600.json,FALSE,The administration has issued rules for $1 abortions in ObamaCare and requires all persons enrolled in insurance plans that include elective abortion coverage to pay an abortion premium.,"abortion,health-care",blog-posting,,,none,7,19,3,5,44,blog posts and links on the Internet
6078.json,barely-true,Overwhelming Democrat and Republican votes in 2011 for legislation in two special sessions on jobs demonstrated the bipartisan nature of the Wisconsin Legislature.,"bipartisanship,economy,jobs,voting-record",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a radio appearance
1724.json,FALSE,Says Gov. Rick Perry has never held a private-sector job.,candidates-biography,bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,an interview
6724.json,barely-true,Says President Obama promised hed keep unemployment below 8 percent if the stimulus passed.,economy,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a private campaign fundraiser
13507.json,half-true,Says Indiana Gov. Mike Pence advocated diverting taxpayer dollars to so-called conversion therapy.,"civil-rights,gays-and-lesbians",gavin-newsom,California Lt. Governor,California,democrat,1,0,1,1,0,a speech at the Democratic National Convention
6787.json,half-true,"Says Ted Cruz has pledged to eliminate the U.S. Department of Education, which would end federal aid to college students.","education,federal-budget",paul-sadler,Lawyer,Texas,democrat,1,0,1,2,1,a press release.
3830.json,mostly-true,We are in the bottom 10 in dollars in the classroom and the top 10 in dollars in the bureaucracy and red tape.,"education,government-efficiency",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,an interview on Fox News
11860.json,barely-true,"With 320,000 net Ohio manufacturing jobs lost, (Sen. Rob) Portman calls NAFTA a proven success.",trade,ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,a Facebook post
2227.json,mostly-true,Kathryn Starkey only attended half of those meetings.,"candidates-biography,environment,taxes",committee-protect-florida,,Florida,none,0,1,1,2,0,in a mailer
4234.json,FALSE,Illegal immigration costs state taxpayers over $3 billion every year.,"immigration,state-finances",alison-littell-mchose,Assemblywoman,New Jersey,republican,0,1,0,0,0,a news release
9390.json,FALSE,"Says a liberal immigration reform group endorsed his GOP primary opponent, Dave Brat.",immigration,eric-cantor,House Majority Leader,Virginia,republican,9,6,4,4,4,a campaign email.
11554.json,FALSE,Welders make more money than philosophers.,"education,income,jobs",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,the fourth GOP primary debate.
951.json,TRUE,Teddy Roosevelt first called for (health care) reform nearly a century ago.,health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,a White House conference on health care.
7083.json,barely-true,Says Mike Dovilla supports a plan that could allow a foreign corporation to take over the Ohio Turnpike ,"infrastructure,state-budget,transportation",ohio-democratic-party,,Ohio,democrat,4,1,2,2,2,an election flier 
1368.json,TRUE,"Charlie Crist broke the quarter ""record for fundraising in a U.S. Senate race in Florida.""",florida,charlie-crist,,Florida,democrat,15,9,20,19,2,an e-mail to supporters from campaign manager Eric Eikenberg
8688.json,barely-true,The Murray-Ryan deal is the first divided-government budget agreement since 1986.,"congress,federal-budget",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a press conference
2893.json,FALSE,The American people spoke pretty loudly. They said stop all the looming tax hikes....,taxes,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,comments to reporters
1456.json,FALSE,"For the hour after the (Jan. 14) debate, Debra Medina was the No. 1 search on Google and for the remainder of that night No. 3.","elections,job-accomplishments,pop-culture",debra-medina,Businesswoman,Texas,republican,0,1,3,1,0,an interview
3813.json,half-true,"Says state budget deal between Texas House and Senate leaders funds nursing homes, our public schools and universities and provides financial aid for college students.","education,health-care,state-budget",joe-straus,Texas House speaker,Texas,republican,0,0,2,1,0,a press release.
7506.json,TRUE,"When (John) Brennan ... was asked directly Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation.","civil-rights,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7,8,10,12,3,a Senate filibuster
276.json,TRUE,"Says Time magazine called him ""one of America's best governors.""",job-accomplishments,mike-huckabee,author,Arkansas,republican,12,5,9,3,4,a TV ad airing in Michigan
602.json,TRUE,On supporting the Supreme Court abortion decision Roe v. Wade,abortion,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,flip-o-meter
5832.json,FALSE,After four years of a celebrity president 85% (of recent college grads are) moving back in with their parents.,"jobs,message-machine-2012",american-crossroads,,,republican,5,5,4,0,0,a campaign ad
3996.json,barely-true,Hispanic unemployment has been ticking down from an all-time high of 13.9 percent because of the policies weve implemented.,"economy,jobs,stimulus",harry-reid,Senate Democratic Leader,Nevada,democrat,4,5,3,7,3,"an online chat with the ""Washington Post"""
4594.json,half-true,Says Rick Perry co-chaired Al Gores campaign for president.,"candidates-biography,elections",michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,the Bloomberg/Washington Post Republican presidential debate.
13024.json,FALSE,I was totally against the war in Iraq.,iraq,donald-trump,President-Elect,New York,republican,63,114,51,37,61,the NBC Commander-In-Chief Forum 
7494.json,TRUE,"There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this.",taxes,rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a television interview
4773.json,FALSE,Says Suzanne Bonamici supports the $500 billion cut to Medicare passed last year.,"health-care,medicare",rob-cornilles,consultant,Oregon,republican,1,1,3,1,1,a speech.
1222.json,barely-true,Gas will reach $4 a gallon under a cap-and-trade plan.,"cap-and-trade,climate-change,energy,environment",energycitizensorg,,,none,2,0,0,0,0,an ad in the Washington Post
12656.json,barely-true,Were losing as many people to heroin and opioid overdoses as we lost to the AIDS epidemic at its peak.,drugs,andrew-cuomo,Governor,New York,democrat,1,0,0,1,0,a press conference in Buffalo before signing legislation to combat heroin addiction.
9877.json,half-true,Says Democratic Senate candidate Bruce Braley voted to cut $700 billion from Medicare to support Obamacare.,"federal-budget,health-care,medicare,message-machine-2014",national-republican-senatorial-committee,,,republican,11,5,7,2,5,a campaign ad
7606.json,half-true,Preventive care coverage under the Affordable Care Act has already helped Granite Staters save money and live healthier lives.,health-care,new-hampshire-democratic-party,,New Hampshire,democrat,4,0,3,3,0,in a press release
11667.json,barely-true,Says 25 percent of U.S. Muslims agreed that violence against Americans here in the United States is justified as a part of the global jihad.,"islam,polls,religion,terrorism",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a campaign statement
13456.json,FALSE,"1928 was last time Republicans had the White House, the House and the Senate.",history,ann-coulter,Columnist and author,New York,republican,2,3,3,0,4,a tweet
403.json,FALSE,Hillary Clinton and Barack Obama want to raise taxes on all income brackets.,taxes,chain-email,,,none,11,43,8,5,105,a chain e-mail
7224.json,FALSE,U.S. Sen. Saxby Chambliss votes more with Democrats than with conservatives.,"federal-budget,voting-record",amy-kremer,"Chair, Tea Party Express",Georgia,tea-party-member,0,1,1,0,0,an interview
4214.json,TRUE,"For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000.",campaign-finance,patrick-murphy,,Florida,democrat,2,1,4,5,0,a statement on his campaign website
10797.json,barely-true,Says the recall elections that aimed to remove him and other Republican officials from office cost tens of millions of dollars to run.,"elections,state-budget,state-finances",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview
7486.json,mostly-true,"In Wisconsin, only half of all the adults with serious psychological distress received mental health treatment or medication.","health-care,public-health,state-budget",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a speech
114.json,TRUE,She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,health-care,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a television ad
12762.json,pants-fire,"On gift taking,Bob McDonnell took a fraction of what (Tim) Kaine took.",ethics,donald-trump,President-Elect,New York,republican,63,114,51,37,61,"an interview on NBC's ""Meet the Press"""
9143.json,FALSE,This is the first time since World War II that five nuclear-powered aircraft carriers were docked together.,military,chain-email,,,none,11,43,8,5,105,a chain email
1903.json,mostly-true,"While Exxon Mobil has 40 pages on its media response strategy, its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long.","energy,environment,oil-spill",bart-stupak,member of Congress,Michigan,democrat,0,1,0,1,0,a Congressional hearing
6893.json,barely-true,"By voting to approve [Question 1], we can . . . save 900 jobs at Twin River.","economy,gambling,jobs,message-machine-2012,state-budget,state-finances,workers",coalition-bring-jobs-ri,,Rhode Island,organization,1,0,0,0,0,a TV commercial
7895.json,barely-true,There hasnt been a Republican in the legislature or the City Council in Providence in over 30 years.,elections,bernard-jackvony,attorney,Rhode Island,republican,1,1,0,0,0,a television interview
5265.json,half-true,Ive never voted for a Democrat when there was a Republican on the ballot.,candidates-biography,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a Republican presidential debate in Jacksonville, Fla."
6528.json,half-true,"Says U.S. Senate rival Tommy Thompson wants to give a new $265,000 tax cut to millionaires like himself while raising taxes on the middle class.","message-machine-2012,taxes",tammy-baldwin,U.S. Representative,Wisconsin,democrat,5,5,7,4,0,a television ad
922.json,barely-true,The (economic stimulus) legislation could open billions of taxpayer dollars to left-wing groups like the Association of Community Organizations for Reform Now (ACORN).,economy,john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a news release
10345.json,barely-true,Exposure to the electromagnetic fields from power lines has been associated with childhood leukemia and other diseases.,"energy,infrastructure,public-health,public-safety",patrick-lynch,Attorney General,Rhode Island,democrat,1,0,1,0,0,a newspaper commentary
10285.json,TRUE,"At the 50 Milwaukee schools serving at least 80% African-American and at least 80% low income students, the reading proficiency is 8%.",education,alberta-darling,"State Senator, 8th District",Wisconsin,republican,1,1,2,1,1,an interview
623.json,mostly-true,Says Obama replaced the American flag on the tail of his plane with his campaign logo.,patriotism,chain-email,,,none,11,43,8,5,105,a widely circulated chain e-mail.
7587.json,half-true,Atlanta Mayor Kasim Reed held not one conversation with the public about the new Falcons stadium project,"city-government,transparency",william-perry,Common Cause Georgia Executive Director,Georgia,none,0,0,1,1,0,newspaper column
11498.json,pants-fire,I never said that Marco Rubio was Mark Zuckerbergs personal senator.,immigration,donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a Republican presidential debate in Boulder, Colo."
12423.json,barely-true,The only two (Donald Trump tax returns) we have show that he hasnt paid a penny in taxes.,"bankruptcy,candidates-biography,history,income,campaign-advertising,taxes,wealth",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"an interview on NBC's ""Meet the Press"""
7444.json,half-true,"In a budget deal struck in 2011 a trillion dollars of cuts went into effect immediately, and then a special committee was set up ... to get agreement on another $3 trillion of cuts.","debt,deficit,federal-budget",bill-nelson,,Florida,democrat,3,1,8,10,0,an interview on Central Florida News 13
802.json,FALSE,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you.""",health-care,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"a debate in Hempstead, N.Y."
3531.json,pants-fire,Weve lost 26 million jobs since (Obamas) been president.,"economy,history,jobs",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2,12,8,3,1,"an interview on NBC's ""Today"" show"
654.json,half-true,"Whether in Illinois or Washington, Barack Obama has bridged partisanship to bring about significant reform.",candidates-biography,nancy-pelosi,House Minority Leader,California,democrat,3,7,11,2,3,Denver
8639.json,barely-true,"I have cut taxes 63 times, including a 2006 property tax reduction that ranks as the largest in state history.","candidates-biography,education,small-business,taxes",david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,a blog post on his campaign website
5930.json,mostly-true,New Jersey has the largest transit system in the entire country.,transportation,bill-pascrell,U.S. House of Representatives,New Jersey,democrat,0,3,4,4,0,"an interview on WOR 710-AM's ""The John Gambling Show"""
10009.json,FALSE,"New jobs numbers are in, and Wisconsin has fallen to dead last in Midwest job growth.",jobs,mary-burke,Madison school board member,Wisconsin,democrat,5,5,11,8,3,a television ad
1198.json,FALSE,Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.,"abortion,health-care",national-right-life-committee,,,none,1,2,1,0,0,a press release
7756.json,mostly-true,"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever.","job-accomplishments,jobs,state-budget,state-finances,taxes",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a television ad
1169.json,FALSE,Cap-and-trade is wildly unpopular with Americans.,"cap-and-trade,climate-change,energy,environment",ibdeditorialscom,,,none,0,1,0,0,1,an editorial
1743.json,TRUE,By registration fewer than 20 percent of Florida voters are Independents.,elections,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a campaign memo.
8423.json,FALSE,Teachers were not involved in developing the Common Core State Standards.,education,public-comments-common-core-hearing,,,none,0,1,0,0,0,"Tampa, Fla."
12718.json,barely-true,"As a senator, Hillary Clinton paid women less than the men in her office.",women,sharon-day,Co-Chairman of the Republican National Committee,Florida,republican,1,0,0,0,0,a speech at the Republican convention
9482.json,barely-true,Mark Warners record is one of acting against the Keystone XL pipeline.,"climate-change,energy,voting-record",ed-gillespie,Republican strategist,"Washington, D.C.",republican,2,3,2,2,1,a news release.
7567.json,FALSE,This (parent trigger) legislation was drafted by President Obamas top advisers. It was drafted by President Clintons top advisers.,education,carlos-trujillo,Florida House of Representatives,Florida,republican,0,1,0,0,0,a House Education Committee meeting
